filename,purpose,view,dimensions or viewBox,anchor point,source/creator,license,status
assets/exports/policies/M08-M14/M08-ui-icon.svg,M08 family health centre ui-icon,both,0 0 64 64,"32,32",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M08-world-marker.svg,M08 family health centre world-marker,both,0 0 64 80,"32,77",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M08-tilted-object.svg,M08 family health centre tilted-object,tilted,0 0 160 128,"80,118",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M09-ui-icon.svg,M09 neighbourhood sports hub ui-icon,both,0 0 64 64,"32,32",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M09-world-marker.svg,M09 neighbourhood sports hub world-marker,both,0 0 64 80,"32,77",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M09-tilted-object.svg,M09 neighbourhood sports hub tilted-object,tilted,0 0 160 128,"80,118",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M10-ui-icon.svg,M10 street lighting and cameras ui-icon,both,0 0 64 64,"32,32",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M10-world-marker.svg,M10 street lighting and cameras world-marker,both,0 0 64 80,"32,77",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M10-tilted-object.svg,M10 street lighting and cameras tilted-object,tilted,0 0 160 128,"80,118",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M11-ui-icon.svg,M11 safe crossing and school zone ui-icon,both,0 0 64 64,"32,32",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M11-world-marker.svg,M11 safe crossing and school zone world-marker,both,0 0 64 80,"32,77",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M11-tilted-object.svg,M11 safe crossing and school zone tilted-object,tilted,0 0 160 128,"80,118",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M12-ui-icon.svg,M12 digital citizen request platform ui-icon,both,0 0 64 64,"32,32",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M12-world-marker.svg,M12 digital citizen request platform world-marker,both,0 0 64 80,"32,77",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M12-tilted-object.svg,M12 digital citizen request platform tilted-object,tilted,0 0 160 128,"80,118",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M13-ui-icon.svg,M13 heating and water network upgrade ui-icon,both,0 0 64 64,"32,32",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M13-world-marker.svg,M13 heating and water network upgrade world-marker,both,0 0 64 80,"32,77",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M13-tilted-object.svg,M13 heating and water network upgrade tilted-object,tilted,0 0 160 128,"80,118",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M14-ui-icon.svg,M14 emergency utility crews and early warning ui-icon,both,0 0 64 64,"32,32",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M14-world-marker.svg,M14 emergency utility crews and early warning world-marker,both,0 0 64 80,"32,77",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
assets/exports/policies/M08-M14/M14-tilted-object.svg,M14 emergency utility crews and early warning tilted-object,tilted,0 0 160 128,"80,118",Project-owned original artwork; Codex,Project-owned; redistribution license not specified,final
